PARISH_CODE,PARISH,UFI,UFI_CREATED
3637,TOTTINGTON,       10009103,2008/02/28
3657,TUNART,       10009123,2008/02/28
3675,TYNTYNDER NORTH,       10009141,2008/02/28
3696,WAGANT,       10009162,2008/02/28
3711,WALLPOLLA,       10009177,2008/02/28
3729,WANGOOM,       10009195,2008/02/28
3746,WARRACKNABEAL,       10009212,2008/02/28
3767,WARTOOK,       10009233,2008/02/28
3783,WEEAPROINAH,       10009249,2008/02/28
3804,WHARPARILLA,       10009270,2008/02/28
3822,WILLAM,       10009288,2008/02/28
2346,CARINA,       10007812,2008/02/28
2355,CARRAH,       10007821,2008/02/28
2367,CATIABRIM,       10007833,2008/02/28
2377,CHERRINGTON,       10007843,2008/02/28
2391,CLUNES,       10007857,2008/02/28
2401,COCOROC,       10007867,2008/02/28
2411,COLONGULAC,       10007877,2008/02/28
2423,CONGUPNA,       10007889,2008/02/28
2433,COOMA,       10007899,2008/02/28
2444,COORNMILL,       10007910,2008/02/28
2455,CORNELLA,       10007921,2008/02/28
2465,CRONOMBY,       10007931,2008/02/28
2476,CURTAYNE,       10007942,2008/02/28
2488,DARGILE,       10007954,2008/02/28
2497,DARRIMAN,       10007963,2008/02/28
2506,DELATITE,       10007972,2008/02/28
2517,DETARKA,       10007983,2008/02/28
2526,DINGEE,       10007992,2008/02/28
2535,DOOKIE,       10008001,2008/02/28
2544,DREEITE,       10008010,2008/02/28
2554,DUCHEMBEGARRA,       10008020,2008/02/28
2568,DURDIDWARRAH,       10008034,2008/02/28
2581,EILYAR,       10008047,2008/02/28
2590,EMBERTON,       10008056,2008/02/28
2599,ESTCOURT,       10008065,2008/02/28
2611,FARADAY,       10008077,2008/02/28
2621,FRENCH ISLAND,       10008087,2008/02/28
2633,GANNAWARRA,       10008099,2008/02/28
2646,GERAHMIN,       10008112,2008/02/28
2656,GIMPA,       10008122,2008/02/28
2665,GLENAROUA,       10008131,2008/02/28
2677,GLENLOTH,       10008143,2008/02/28
2687,GLYNWYLLN,       10008153,2008/02/28
2697,GOOLENGOOK,       10008163,2008/02/28
2709,GORONG,       10008175,2008/02/28
2718,GRAHAM,       10008184,2008/02/28
2727,GRINGEGALGONA,       10008193,2008/02/28
2740,HADDON,       10008206,2008/02/28
2868,KEVINGTON,       10008334,2008/02/28
3208,MOYSTON WEST,       10008674,2008/02/28
3222,MURCHISON,       10008688,2008/02/28
3232,MURRAMURRANGBONG,       10008698,2008/02/28
3247,MYRNIONG,       10008713,2008/02/28
3258,NANNEELLA,       10008724,2008/02/28
3269,NARINGHIL SOUTH,       10008735,2008/02/28
3284,NATEYIP,       10008750,2008/02/28
3294,NEILBOROUGH,       10008760,2008/02/28
3305,NEWLINGROOK,       10008771,2008/02/28
3316,NOLAN,       10008782,2008/02/28
3325,NOWA NOWA,       10008791,2008/02/28
3336,NUMBRUK,       10008802,2008/02/28
3345,NURRABIEL,       10008811,2008/02/28
3355,ORBOST,       10008821,2008/02/28
3364,PALLARANG,       10008830,2008/02/28
3375,PARWAN,       10008841,2008/02/28
3386,PENTAL ISLAND,       10008852,2008/02/28
3399,PINNIBAR,       10008865,2008/02/28
3409,POMPONDEROO,       10008875,2008/02/28
3421,PUEBLA,       10008887,2008/02/28
3430,PYALONG,       10008896,2008/02/28
3442,RAVENSWOOD,       10008908,2008/02/28
3453,ROCHESTER,       10008919,2008/02/28
3463,ST. ARNAUD,       10008929,2008/02/28
3474,SANDON,       10008940,2008/02/28
3483,SHELBOURNE,       10008949,2008/02/28
3615,TOOLIOROOK,       10009081,2008/02/28
3627,TOONGABBIE SOUTH,       10009093,2008/02/28
3641,TOWANINNY,       10009107,2008/02/28
3652,TUBBUT,       10009118,2008/02/28
3661,TUROAR,       10009127,2008/02/28
3670,TYAR,       10009136,2008/02/28
3678,TYRRELL,       10009144,2008/02/28
3689,WAANYARRA,       10009155,2008/02/28
3699,WAHRING,       10009165,2008/02/28
3710,WALLOWA,       10009176,2008/02/28
3719,WANALTA,       10009185,2008/02/28
