PARISH_TOWN_ID,PARISH_TOWN_CODE,PARISH_TOWN,PARISH_TOWN_DISPLAY,UFI,UFI_CREATED
  2113,5641,PITFIELD (T),TOWNSHIP OF PITFIELD,       10011584,2008/02/28
  2114,5642,PITFIELD PLAINS (T),TOWNSHIP OF PITFIELD PLAINS,       10011585,2008/02/28
  2115,3403,POLIAH NORTH,PARISH OF POLIAH NORTH,       10011586,2008/02/28
  2117,3405,POLISBET,PARISH OF POLISBET,       10011588,2008/02/28
  2118,5643,POLLARD (T),TOWNSHIP OF POLLARD,       10011589,2008/02/28
  2119,3408,POM POM,PARISH OF POM POM,       10011590,2008/02/28
  2121,3407,POMPAPIEL,PARISH OF POMPAPIEL,       10011592,2008/02/28
  2122,3409,POMPONDEROO,PARISH OF POMPONDEROO,       10011593,2008/02/28
  2124,3411,POOWONG,PARISH OF POOWONG,       10011595,2008/02/28
  2125,5644,POOWONG (T),TOWNSHIP OF POOWONG,       10011596,2008/02/28
  2127,3413,POREPUNKAH,PARISH OF POREPUNKAH,       10011598,2008/02/28
  2128,5645,POREPUNKAH (T),TOWNSHIP OF POREPUNKAH,       10011599,2008/02/28
  2129,5646,PORT ALBERT (T),TOWNSHIP OF PORT ALBERT,       10011600,2008/02/28
  2131,5649,PORT FAIRY (T),TOWNSHIP OF PORT FAIRY,       10011602,2008/02/28
  2132,5650,PORT FRANKLIN (T),TOWNSHIP OF PORT FRANKLIN,       10011603,2008/02/28
  2133,3084B,PORT MELBOURNE:CITY OF (MELBOURNE SOUTH),"CITY OF PORT MELBOURNE, PARISH OF MELBOURNE SOUTH",       10011604,2008/02/28
  2134,5652,PORT WELSHPOOL (T),TOWNSHIP OF PORT WELSHPOOL,       10011605,2008/02/28
  2136,3414,PORTLAND,PARISH OF PORTLAND,       10011607,2008/02/28
  2137,5651,PORTLAND (T),TOWNSHIP OF PORTLAND,       10011608,2008/02/28
  2138,5653,POWELLTOWN (T),TOWNSHIP OF POWELLTOWN,       10011609,2008/02/28
  2140,3416,PRAHRAN,PARISH OF PRAHRAN,       10011611,2008/02/28
  2141,3417,PRANJIP,PARISH OF PRANJIP,       10011612,2008/02/28
  2143,3418,PROOINGA,PARISH OF PROOINGA,       10011614,2008/02/28
  2144,3419,PROPODOLLAH,PARISH OF PROPODOLLAH,       10011615,2008/02/28
  2145,3420,PUCKAPUNYAL,PARISH OF PUCKAPUNYAL,       10011616,2008/02/28
  2147,3422,PULLUT,PARISH OF PULLUT,       10011618,2008/02/28
  2148,5655,PULLUT (T),TOWNSHIP OF PULLUT,       10011619,2008/02/28
  2150,3423,PURDEET,PARISH OF PURDEET,       10011621,2008/02/28
  2151,5657,PURDEET (T),TOWNSHIP OF PURDEET,       10011622,2008/02/28
  2152,3424,PURDEET EAST,PARISH OF PURDEET EAST,       10011623,2008/02/28
  2154,3426,PURNIM,PARISH OF PURNIM,       10011625,2008/02/28
  2155,3427,PURNYA,PARISH OF PURNYA,       10011626,2008/02/28
  2157,3429,PURRUMBETE SOUTH,PARISH OF PURRUMBETE SOUTH,       10011628,2008/02/28
  2158,3430,PYALONG,PARISH OF PYALONG,       10011629,2008/02/28
  2159,5658,PYALONG (T),TOWNSHIP OF PYALONG,       10011630,2008/02/28
  2160,5659,PYRAMID HILL (T),TOWNSHIP OF PYRAMID HILL,       10011631,2008/02/28
  2162,3432,QUAG-MUNJIE,PARISH OF QUAG-MUNJIE,       10011633,2008/02/28
  2163,3433,QUAMBATOOK,PARISH OF QUAMBATOOK,       10011634,2008/02/28
  2165,3434,QUAMBY,PARISH OF QUAMBY,       10011636,2008/02/28
  2166,3435,QUAMBY NORTH,PARISH OF QUAMBY NORTH,       10011637,2008/02/28
  2167,3436,QUANTONG,PARISH OF QUANTONG,       10011638,2008/02/28
  2169,3380A,QUEENSCLIFF:AT (PAYWIT),"AT QUEENSCLIFF, PARISH OF PAYWIT",       10011640,2008/02/28
  2170,3437,QUEENSTOWN,PARISH OF QUEENSTOWN,       10011641,2008/02/28
  2171,5662,QUEENSTOWN (T),TOWNSHIP OF QUEENSTOWN,       10011642,2008/02/28
  2173,3439,RAGLAN,PARISH OF RAGLAN,       10011644,2008/02/28
  2174,5663,RAGLAN (T),TOWNSHIP OF RAGLAN,       10011645,2008/02/28
  2176,5664,RAINBOW (T),TOWNSHIP OF RAINBOW,       10011647,2008/02/28
  2177,3441,RATHSCAR,PARISH OF RATHSCAR,       10011648,2008/02/28
  2178,3442,RAVENSWOOD,PARISH OF RAVENSWOOD,       10011649,2008/02/28
  2180,5666,RAYMOND ISLAND (T),TOWNSHIP OF RAYMOND ISLAND,       10011651,2008/02/28
  2181,2042A,RAYMOND ISLAND:AT (BAIRNSDALE),"AT RAYMOND ISLAND, PARISH OF BAIRNSDALE",       10011652,2008/02/28
  2182,5667,RAYWOOD (T),TOWNSHIP OF RAYWOOD,       10011653,2008/02/28
  2184,3102A,RED CLIFFS:AT (MILDURA),"AT RED CLIFFS, PARISH OF MILDURA",       10011655,2008/02/28
  2185,5671,RED HILL SOUTH (T),TOWNSHIP OF RED HILL SOUTH,       10011656,2008/02/28
  2187,5668,REDBANK (T),TOWNSHIP OF REDBANK,       10011658,2008/02/28
  2188,3445,REDCASTLE,PARISH OF REDCASTLE,       10011659,2008/02/28
  2190,3446,REDESDALE,PARISH OF REDESDALE,       10011661,2008/02/28
  2191,5670,REDESDALE (T),TOWNSHIP OF REDESDALE,       10011662,2008/02/28
  2192,3447,REDRUTH,PARISH OF REDRUTH,       10011663,2008/02/28
  2194,3448,REYNARD,PARISH OF REYNARD,       10011665,2008/02/28
  2195,5673,RHEOLA (T),TOWNSHIP OF RHEOLA,       10011666,2008/02/28
  2196,5674,RHYLL (T),TOWNSHIP OF RHYLL,       10011667,2008/02/28
  2198,3450,RICH AVON EAST,PARISH OF RICH AVON EAST,       10011669,2008/02/28
  2199,3451,RICH AVON WEST,PARISH OF RICH AVON WEST,       10011670,2008/02/28
  2201,5675,RIDDELL (T),TOWNSHIP OF RIDDELL,       10011672,2008/02/28
  2202,3452,RINGWOOD,PARISH OF RINGWOOD,       10011673,2008/02/28
  2203,5676,RINGWOOD (T),TOWNSHIP OF RINGWOOD,       10011674,2008/02/28
  2204,5677,ROBINVALE (T),TOWNSHIP OF ROBINVALE,       10011675,2008/02/28
  2205,3453,ROCHESTER,PARISH OF ROCHESTER,       10011676,2008/02/28
  2207,3454,ROCHESTER WEST,PARISH OF ROCHESTER WEST,       10011678,2008/02/28
  2208,3455,ROCHFORD,PARISH OF ROCHFORD,       10011679,2008/02/28
  2209,3456,RODBOROUGH,PARISH OF RODBOROUGH,       10011680,2008/02/28
  2211,5680,ROKEWOOD (T),TOWNSHIP OF ROKEWOOD,       10011682,2008/02/28
  2212,5681,ROMSEY (T),TOWNSHIP OF ROMSEY,       10011683,2008/02/28
  2214,3730A,ROSEBUD:AT (WANNAEUE),"AT ROSEBUD, PARISH OF WANNAEUE",       10011685,2008/02/28
  2215,3457,ROSEDALE,PARISH OF ROSEDALE,       10011686,2008/02/28
  2216,5683,ROSEDALE (T),TOWNSHIP OF ROSEDALE,       10011687,2008/02/28
  2218,5684,ROSSBRIDGE (T),TOWNSHIP OF ROSSBRIDGE,       10011689,2008/02/28
  2219,3459,ROTHESAY,PARISH OF ROTHESAY,       10011690,2008/02/28
  2221,2796J,ROYAL PARK:AT (JIKA JIKA),"AT ROYAL PARK, PARISH OF JIKA JIKA",       10011692,2008/02/28
  2222,2796K,ROYAL PARK:WEST OF (JIKA JIKA),"WEST OF ROYAL PARK, PARISH OF JIKA JIKA",       10011693,2008/02/28
  2223,3460,RUFFY,PARISH OF RUFFY,       10011694,2008/02/28
  2225,3461,RUNNYMEDE,PARISH OF RUNNYMEDE,       10011696,2008/02/28
  2226,5687,RUNNYMEDE (T),TOWNSHIP OF RUNNYMEDE,       10011697,2008/02/28
  2228,5688,RUPANYUP (T),TOWNSHIP OF RUPANYUP,       10011699,2008/02/28
  2229,5689,RUSHWORTH (T),TOWNSHIP OF RUSHWORTH,       10011700,2008/02/28
  2231,5691,RYE (T),TOWNSHIP OF RYE,       10011702,2008/02/28
  2232,3084C,SAINT KILDA:AT (MELBOURNE SOUTH),"AT SAINT KILDA, PARISH OF MELBOURNE SOUTH",       10011703,2008/02/28
  2233,3468,SALE,PARISH OF SALE,       10011704,2008/02/28
  2235,3469,SALISBURY,PARISH OF SALISBURY,       10011706,2008/02/28
  2236,5696,SALISBURY (T),TOWNSHIP OF SALISBURY,       10011707,2008/02/28
  2238,3471,SAMARIA,PARISH OF SAMARIA,       10011709,2008/02/28
  2239,5699,SAN REMO (T),TOWNSHIP OF SAN REMO,       10011710,2008/02/28
  2240,3472,SANDFORD,PARISH OF SANDFORD,       10011711,2008/02/28
  2242,3473,SANDHURST,PARISH OF SANDHURST,       10011713,2008/02/28
  2243,3474,SANDON,PARISH OF SANDON,       10011714,2008/02/28
  2244,5698,SANDY POINT (T),TOWNSHIP OF SANDY POINT,       10011715,2008/02/28
  2246,3476,SARSFIELD,PARISH OF SARSFIELD,       10011717,2008/02/28
  2247,5700,SARSFIELD (T),TOWNSHIP OF SARSFIELD,       10011718,2008/02/28
  2249,3478,SCORESBY,PARISH OF SCORESBY,       10011720,2008/02/28
  2250,2287A,SCOTCHMANS:AT (BUNINYONG),"AT SCOTCHMANS, PARISH OF BUNINYONG",       10011721,2008/02/28
  2252,5703,SEA LAKE (T),TOWNSHIP OF SEA LAKE,       10011723,2008/02/28
  2253,3479,SEACOMBE,PARISH OF SEACOMBE,       10011724,2008/02/28
  2254,5702,SEACOMBE (T),TOWNSHIP OF SEACOMBE,       10011725,2008/02/28
  2255,5704,SEASPRAY (T),TOWNSHIP OF SEASPRAY,       10011726,2008/02/28
  2257,5706,SEBASTIAN (T),TOWNSHIP OF SEBASTIAN,       10011728,2008/02/28
  2258,5707,SEBASTOPOL (T),TOWNSHIP OF SEBASTOPOL,       10011729,2008/02/28
  2260,5708,SERPENTINE (T),TOWNSHIP OF SERPENTINE,       10011731,2008/02/28
  2261,5709,SERVICETON (T),TOWNSHIP OF SERVICETON,       10011732,2008/02/28
  2263,3481,SEYMOUR,PARISH OF SEYMOUR,       10011734,2008/02/28
  2264,5711,SEYMOUR (T),TOWNSHIP OF SEYMOUR,       10011735,2008/02/28
  2265,3482,SHADFORTH,PARISH OF SHADFORTH,       10011736,2008/02/28
  2267,3484,SHELFORD,PARISH OF SHELFORD,       10011738,2008/02/28
  2268,5712,SHELFORD (T),TOWNSHIP OF SHELFORD,       10011739,2008/02/28
  2270,3486,SHEPPARTON,PARISH OF SHEPPARTON,       10011741,2008/02/28
  2271,5713,SHEPPARTON (T),TOWNSHIP OF SHEPPARTON,       10011742,2008/02/28
  2272,3487,SHERWOOD,PARISH OF SHERWOOD,       10011743,2008/02/28
  2274,5714,SHIRLEY (T),TOWNSHIP OF SHIRLEY,       10011745,2008/02/28
  2275,5715,SHOREHAM (T),TOWNSHIP OF SHOREHAM,       10011746,2008/02/28
  2277,3489,SKIPTON,PARISH OF SKIPTON,       10011748,2008/02/28
  2278,5717,SKIPTON (T),TOWNSHIP OF SKIPTON,       10011749,2008/02/28
  2279,5718,SKYE (T),TOWNSHIP OF SKYE,       10011750,2008/02/28
  2281,5719,SMEATON (T),TOWNSHIP OF SMEATON,       10011752,2008/02/28
  2282,5720,SMITHS GULLY (T),TOWNSHIP OF SMITHS GULLY,       10011753,2008/02/28
  2283,3491,SMYTHESDALE,PARISH OF SMYTHESDALE,       10011754,2008/02/28
  2285,3492,SNAKE ISLAND,PARISH OF SNAKE ISLAND,       10011756,2008/02/28
  2286,5722,SORRENTO (T),TOWNSHIP OF SORRENTO,       10011757,2008/02/28
  2287,5723,SOUTH BANNOCKBURN (T),TOWNSHIP OF SOUTH BANNOCKBURN,       10011758,2008/02/28
  2289,5724,SOUTH MUCKLEFORD (T),TOWNSHIP OF SOUTH MUCKLEFORD,       10011760,2008/02/28
  2290,3084E,SOUTH YARRA:AT (MELBOURNE SOUTH),"AT SOUTH YARRA, PARISH OF MELBOURNE SOUTH",       10011761,2008/02/28
  2291,5725,SPEED (T),TOWNSHIP OF SPEED,       10011762,2008/02/28
  2292,3493,SPINIFEX,PARISH OF SPINIFEX,       10011763,2008/02/28
  2293,3495,SPRING HILL,PARISH OF SPRING HILL,       10011764,2008/02/28
  2294,5726,SPRING HILL (T),TOWNSHIP OF SPRING HILL,       10011765,2008/02/28
  2295,3496,SPRING PLAINS,PARISH OF SPRING PLAINS,       10011766,2008/02/28
  2297,5727,SPRINGHURST (T),TOWNSHIP OF SPRINGHURST,       10011768,2008/02/28
  2298,3463,ST. ARNAUD,PARISH OF ST. ARNAUD,       10011769,2008/02/28
  2300,3464,ST. CLAIR,PARISH OF ST. CLAIR,       10011771,2008/02/28
  2301,5693,ST. CLAIR (T),TOWNSHIP OF ST. CLAIR,       10011772,2008/02/28
  2302,3465,ST. HELENS,PARISH OF ST. HELENS,       10011773,2008/02/28
  2304,3084C,ST. KILDA:AT (MELBOURNE SOUTH),"AT SAINT KILDA, PARISH OF MELBOURNE SOUTH",       10011775,2008/02/28
  2305,5694,ST. LEONARDS (T),TOWNSHIP OF ST. LEONARDS,       10011776,2008/02/28
  2307,3497,STANDER,PARISH OF STANDER,       10011778,2008/02/28
  2308,5728,STANHOPE (T),TOWNSHIP OF STANHOPE,       10011779,2008/02/28
  2309,3498,STANLEY,PARISH OF STANLEY,       10011780,2008/02/28
  2311,3499,STAWELL,PARISH OF STAWELL,       10011782,2008/02/28
  2312,5730,STAWELL (T),TOWNSHIP OF STAWELL,       10011783,2008/02/28
  2315,3501,STEWARTON,PARISH OF STEWARTON,       10011786,2008/02/28
  2316,5732,STIRLING (T),TOWNSHIP OF STIRLING,       10011787,2008/02/28
  2317,5733,STOCKYARD HILL (T),TOWNSHIP OF STOCKYARD HILL,       10011788,2008/02/28
  2319,3502,STRADBROKE,PARISH OF STRADBROKE,       10011790,2008/02/28
  2320,5735,STRADBROKE (T),TOWNSHIP OF STRADBROKE,       10011791,2008/02/28
  2321,3503,STRANGWAYS,PARISH OF STRANGWAYS,       10011792,2008/02/28
  2323,5736,STRATFORD (T),TOWNSHIP OF STRATFORD,       10011794,2008/02/28
  2324,5739,STRATH CREEK (T),TOWNSHIP OF STRATH CREEK,       10011795,2008/02/28
  2326,3505,STRATHBOGIE,PARISH OF STRATHBOGIE,       10011797,2008/02/28
  2327,5738,STRATHBOGIE (T),TOWNSHIP OF STRATHBOGIE,       10011798,2008/02/28
  2328,3506,STRATHFIELDSAYE,PARISH OF STRATHFIELDSAYE,       10011799,2008/02/28
  2330,3507,STRATHMERTON,PARISH OF STRATHMERTON,       10011801,2008/02/28
  2332,5741,STREATHAM (T),TOWNSHIP OF STREATHAM,       10011803,2008/02/28
  2333,3509,STRUAN,PARISH OF STRUAN,       10011804,2008/02/28
  2335,3510,SUGGAN BUGGAN,PARISH OF SUGGAN BUGGAN,       10011806,2008/02/28
  2336,5743,SUGGAN BUGGAN (T),TOWNSHIP OF SUGGAN BUGGAN,       10011807,2008/02/28
  2337,5744,SUNBURY (T),TOWNSHIP OF SUNBURY,       10011808,2008/02/28
  2339,5745,SUNNYSIDE (T),TOWNSHIP OF SUNNYSIDE,       10011810,2008/02/28
  2340,3512,SUNSET,PARISH OF SUNSET,       10011811,2008/02/28
  2341,3513,SUTTON,PARISH OF SUTTON,       10011812,2008/02/28
  2343,5746,SUTTON GRANGE (T),TOWNSHIP OF SUTTON GRANGE,       10011814,2008/02/28
  2344,5747,SWAN HILL (T),TOWNSHIP OF SWAN HILL,       10011815,2008/02/28
  2346,5748,SWANPOOL (T),TOWNSHIP OF SWANPOOL,       10011817,2008/02/28
  2347,3515,SWANWATER,PARISH OF SWANWATER,       10011818,2008/02/28
  2350,5751,SYDENHAM (T),TOWNSHIP OF SYDENHAM,       10011821,2008/02/28
  2351,3517,TAARAAK,PARISH OF TAARAAK,       10011822,2008/02/28
  2352,3518,TABBARA,PARISH OF TABBARA,       10011823,2008/02/28
  2353,5752,TABBARA (T),TOWNSHIP OF TABBARA,       10011824,2008/02/28
  2354,3519,TABBERABBERA,PARISH OF TABBERABBERA,       10011825,2008/02/28
  2355,3520,TABILK,PARISH OF TABILK,       10011826,2008/02/28
  2356,3521,TAGGERTY,PARISH OF TAGGERTY,       10011827,2008/02/28
  2357,5753,TAGGERTY (T),TOWNSHIP OF TAGGERTY,       10011828,2008/02/28
  2358,3522,TAHARA,PARISH OF TAHARA,       10011829,2008/02/28
  2359,5754,TAHARA (T),TOWNSHIP OF TAHARA,       10011830,2008/02/28
  2360,3523,TALAMBE,PARISH OF TALAMBE,       10011831,2008/02/28
  2361,5755,TALBOT (T),TOWNSHIP OF TALBOT,       10011832,2008/02/28
  2362,3524,TALGARNO,PARISH OF TALGARNO,       10011833,2008/02/28
  2363,3525,TALGITCHA,PARISH OF TALGITCHA,       10011834,2008/02/28
  2364,3526,TALLAGEIRA,PARISH OF TALLAGEIRA,       10011835,2008/02/28
  2365,3527,TALLANDOON,PARISH OF TALLANDOON,       10011836,2008/02/28
  2366,3528,TALLANG,PARISH OF TALLANG,       10011837,2008/02/28
  2367,3529,TALLANGALLOOK,PARISH OF TALLANGALLOOK,       10011838,2008/02/28
  2368,5756,TALLANGALLOOK (T),TOWNSHIP OF TALLANGALLOOK,       10011839,2008/02/28
  2369,3530,TALLANGATTA,PARISH OF TALLANGATTA,       10011840,2008/02/28
  2370,5757,TALLANGATTA (T),TOWNSHIP OF TALLANGATTA,       10011841,2008/02/28
  2371,5758,TALLANGATTA VALLEY (T),TOWNSHIP OF TALLANGATTA VALLEY,       10011842,2008/02/28
  2372,3531,TALLANGOORK,PARISH OF TALLANGOORK,       10011843,2008/02/28
  2373,3532,TALLAROOK,PARISH OF TALLAROOK,       10011844,2008/02/28
  2374,5759,TALLAROOK (T),TOWNSHIP OF TALLAROOK,       10011845,2008/02/28
  2375,3533,TALLYGAROOPNA,PARISH OF TALLYGAROOPNA,       10011846,2008/02/28
  2376,3534,TAMBO,PARISH OF TAMBO,       10011847,2008/02/28
  2377,3535,TAMBOON,PARISH OF TAMBOON,       10011848,2008/02/28
  2378,5760,TAMBOON (T),TOWNSHIP OF TAMBOON,       10011849,2008/02/28
  2379,5761,TAMBOON SOUTH (T),TOWNSHIP OF TAMBOON SOUTH,       10011850,2008/02/28
  2380,3536,TAMBORITHA,PARISH OF TAMBORITHA,       10011851,2008/02/28
  2381,3537,TAMINICK,PARISH OF TAMINICK,       10011852,2008/02/28
  2382,3538,TAMLEUGH,PARISH OF TAMLEUGH,       10011853,2008/02/28
  2383,3539,TANDAROOK,PARISH OF TANDAROOK,       10011854,2008/02/28
  2384,3540,TANDARRA,PARISH OF TANDARRA,       10011855,2008/02/28
  2385,3541,TANGAMBALANGA,PARISH OF TANGAMBALANGA,       10011856,2008/02/28
  2386,3542,TANJIL,PARISH OF TANJIL,       10011857,2008/02/28
  2387,3543,TANJIL EAST,PARISH OF TANJIL EAST,       10011858,2008/02/28
  2388,3544,TAPAROO,PARISH OF TAPAROO,       10011859,2008/02/28
  2389,3545,TAPONGA,PARISH OF TAPONGA,       10011860,2008/02/28
  2390,3546,TARA,PARISH OF TARA,       10011861,2008/02/28
  2391,5762,TARADALE (T),TOWNSHIP OF TARADALE,       10011862,2008/02/28
  2393,5763,TARILTA (T),TOWNSHIP OF TARILTA,       10011864,2008/02/28
  2394,3548,TARIPTA,PARISH OF TARIPTA,       10011865,2008/02/28
  2396,3549,TARKEETH,PARISH OF TARKEETH,       10011867,2008/02/28
  2397,3550,TARLDARN,PARISH OF TARLDARN,       10011868,2008/02/28
  2398,3551,TARNAGULLA,PARISH OF TARNAGULLA,       10011869,2008/02/28
  2400,3552,TARNEIT,PARISH OF TARNEIT,       10011871,2008/02/28
  2401,3557,TARRA TARRA,PARISH OF TARRA TARRA,       10011872,2008/02/28
  2402,3553,TARRAGAL,PARISH OF TARRAGAL,       10011873,2008/02/28
  2404,5766,TARRANGINNIE (T),TOWNSHIP OF TARRANGINNIE,       10011875,2008/02/28
  2405,3555,TARRANGO,PARISH OF TARRANGO,       10011876,2008/02/28
  2406,3556,TARRANYURK,PARISH OF TARRANYURK,       10011877,2008/02/28
  2408,3558,TARRAWARRA,PARISH OF TARRAWARRA,       10011879,2008/02/28
  2409,3559,TARRAWARRA NORTH,PARISH OF TARRAWARRA NORTH,       10011880,2008/02/28
  2410,3560,TARRAWINGEE,PARISH OF TARRAWINGEE,       10011881,2008/02/28
  2412,5768,TARRAYOUKYAN (T),TOWNSHIP OF TARRAYOUKYAN,       10011883,2008/02/28
  2413,3562,TARRENGOWER,PARISH OF TARRENGOWER,       10011884,2008/02/28
  2415,5769,TARWIN (T),TOWNSHIP OF TARWIN,       10011886,2008/02/28
  2416,5770,TARWIN LOWER (T),TOWNSHIP OF TARWIN LOWER,       10011887,2008/02/28
  2418,3565,TATONG,PARISH OF TATONG,       10011889,2008/02/28
  2419,5771,TATONG (T),TOWNSHIP OF TATONG,       10011890,2008/02/28
  2420,3566,TATONGA,PARISH OF TATONGA,       10011891,2008/02/28
  2422,5773,TATURA (T),TOWNSHIP OF TATURA,       10011893,2008/02/28
  2423,3567,TATYOON,PARISH OF TATYOON,       10011894,2008/02/28
  2424,3568,TAWANGA,PARISH OF TAWANGA,       10011895,2008/02/28
  2426,3570,TCHUTERR,PARISH OF TCHUTERR,       10011897,2008/02/28
  2427,3571,TEDDYWADDY,PARISH OF TEDDYWADDY,       10011898,2008/02/28
  2429,3572,TELANGATUK,PARISH OF TELANGATUK,       10011900,2008/02/28
  2430,3573,TELBIT,PARISH OF TELBIT,       10011901,2008/02/28
  2431,3574,TELBIT WEST,PARISH OF TELBIT WEST,       10011902,2008/02/28
  2433,5776,TEMPLESTOWE (T),TOWNSHIP OF TEMPLESTOWE,       10011904,2008/02/28
  2434,5777,TEMPY (T),TOWNSHIP OF TEMPY,       10011905,2008/02/28
  2435,3575,TERANG,PARISH OF TERANG,       10011906,2008/02/28
  2437,3576,TERLITE-MUNJIE,PARISH OF TERLITE-MUNJIE,       10011908,2008/02/28
  2438,3577,TERRAPPEE,PARISH OF TERRAPPEE,       10011909,2008/02/28
  2440,3578,TERRICK TERRICK EAST,PARISH OF TERRICK TERRICK EAST,       10011911,2008/02/28
  2441,5780,TERRICK TERRICK SOUTH (T),TOWNSHIP OF TERRICK TERRICK SOUTH,       10011912,2008/02/28
  2442,3579,TERRICK TERRICK WEST,PARISH OF TERRICK TERRICK WEST,       10011913,2008/02/28
  2443,3580,TERRINALLUM,PARISH OF TERRINALLUM,       10011914,2008/02/28
  2445,3582,THARANBEGGA,PARISH OF THARANBEGGA,       10011916,2008/02/28
  2446,5781,THE GAP (T),TOWNSHIP OF THE GAP,       10011917,2008/02/28
  2448,3584,THOLOGOLONG,PARISH OF THOLOGOLONG,       10011919,2008/02/28
  2449,5782,THOONA (T),TOWNSHIP OF THOONA,       10011920,2008/02/28
  2451,3586,THORNLEY,PARISH OF THORNLEY,       10011922,2008/02/28
  2452,3587,THORNTON,PARISH OF THORNTON,       10011923,2008/02/28
  2453,3588,THOWGLA,PARISH OF THOWGLA,       10011924,2008/02/28
  2455,3590,TIEGA,PARISH OF TIEGA,       10011926,2008/02/28
  2456,3591,TILDESLEY EAST,PARISH OF TILDESLEY EAST,       10011927,2008/02/28
  2458,3593,TIMBARRA,PARISH OF TIMBARRA,       10011929,2008/02/28
  2459,3594,TIMBEROO,PARISH OF TIMBEROO,       10011930,2008/02/28
  2460,3595,TIMBOON,PARISH OF TIMBOON,       10011931,2008/02/28
  2462,3596,TIMMERING,PARISH OF TIMMERING,       10011933,2008/02/28
  2463,5784,TIMOR (T),TOWNSHIP OF TIMOR,       10011934,2008/02/28
  2465,3598,TINGARINGY,PARISH OF TINGARINGY,       10011936,2008/02/28
  2466,3599,TINTALDRA,PARISH OF TINTALDRA,       10011937,2008/02/28
  2468,5785,TOLMIE (T),TOWNSHIP OF TOLMIE,       10011939,2008/02/28
  2469,3601,TOLTOL,PARISH OF TOLTOL,       10011940,2008/02/28
  2470,3604,TONG BONG,PARISH OF TONG BONG,       10011941,2008/02/28
  2472,5786,TONGALA (T),TOWNSHIP OF TONGALA,       10011943,2008/02/28
  2473,3603,TONGARO,PARISH OF TONGARO,       10011944,2008/02/28
  2475,5788,TONGIO WEST (T),TOWNSHIP OF TONGIO WEST,       10011946,2008/02/28
  2476,5787,TONGIO-MUNJIE (T),TOWNSHIP OF TONGIO-MUNJIE,       10011947,2008/02/28
  2478,3607,TONGIO-MUNJIE WEST,PARISH OF TONGIO-MUNJIE WEST,       10011949,2008/02/28
  2479,3608,TONIMBUK,PARISH OF TONIMBUK,       10011950,2008/02/28
  2480,3609,TONIMBUK EAST,PARISH OF TONIMBUK EAST,       10011951,2008/02/28
  2482,3610,TOOAN,PARISH OF TOOAN,       10011953,2008/02/28
  2483,3611,TOOBORAC,PARISH OF TOOBORAC,       10011954,2008/02/28
  2485,5789,TOOLAMBA (T),TOWNSHIP OF TOOLAMBA,       10011956,2008/02/28
  2486,3613,TOOLAMBA WEST,PARISH OF TOOLAMBA WEST,       10011957,2008/02/28
  2487,3614,TOOLANG,PARISH OF TOOLANG,       10011958,2008/02/28
  2489,5791,TOOLERN VALE (T),TOWNSHIP OF TOOLERN VALE,       10011960,2008/02/28
  2490,3615,TOOLIOROOK,PARISH OF TOOLIOROOK,       10011961,2008/02/28
  2492,3617,TOOLLEEN,PARISH OF TOOLLEEN,       10011963,2008/02/28
  2493,5792,TOOLLEEN (T),TOWNSHIP OF TOOLLEEN,       10011964,2008/02/28
  2495,3619,TOOLONDO,PARISH OF TOOLONDO,       10011966,2008/02/28
  2496,5793,TOOLONDO (T),TOWNSHIP OF TOOLONDO,       10011967,2008/02/28
  2498,3621,TOOLOY,PARISH OF TOOLOY,       10011969,2008/02/28
  2499,3622,TOOMBON,PARISH OF TOOMBON,       10011970,2008/02/28
  2500,5794,TOOMBON (T),TOWNSHIP OF TOOMBON,       10011971,2008/02/28
  2502,3624,TOOMBULLUP NORTH,PARISH OF TOOMBULLUP NORTH,       10011973,2008/02/28
  2503,3625,TOONAMBOOL,PARISH OF TOONAMBOOL,       10011974,2008/02/28
  2505,3626,TOONGABBIE NORTH,PARISH OF TOONGABBIE NORTH,       10011976,2008/02/28
  2506,3627,TOONGABBIE SOUTH,PARISH OF TOONGABBIE SOUTH,       10011977,2008/02/28
  2507,3628,TOONGINBOOKA,PARISH OF TOONGINBOOKA,       10011978,2008/02/28
  2509,3630,TOORA,PARISH OF TOORA,       10011980,2008/02/28
  2510,3631,TOORAK,PARISH OF TOORAK,       10011981,2008/02/28
  2511,3632,TOORONGO,PARISH OF TOORONGO,       10011982,2008/02/28
  2513,3635,TOORT,PARISH OF TOORT,       10011984,2008/02/28
  2514,3636,TORBRECK,PARISH OF TORBRECK,       10011985,2008/02/28
  2516,5797,TORRITA (T),TOWNSHIP OF TORRITA,       10011987,2008/02/28
  2517,3637,TOTTINGTON,PARISH OF TOTTINGTON,       10011988,2008/02/28
  2518,3638,TOURELLO,PARISH OF TOURELLO,       10011989,2008/02/28
  2520,3640,TOWAN,PARISH OF TOWAN,       10011991,2008/02/28
  2521,3641,TOWANINNY,PARISH OF TOWANINNY,       10011992,2008/02/28
  2523,3642,TOWANWAY,PARISH OF TOWANWAY,       10011994,2008/02/28
  2524,3643,TOWMA,PARISH OF TOWMA,       10011995,2008/02/28
  2525,3644,TOWONG,PARISH OF TOWONG,       10011996,2008/02/28
  2527,3645,TRAAWOOL,PARISH OF TRAAWOOL,       10011998,2008/02/28
  2528,5800,TRAFALGAR (T),TOWNSHIP OF TRAFALGAR,       10011999,2008/02/28
